address,beds,baths,type,price,sqft,listing#,sqft_min,sqft_max,sqft_avg,Type,Style,LAT,LONG
10 Bloorview Pl 617 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10274121,500,599,549.5,Condo Apartment,Apartment,43.7737596,-79.3592974
68 Canterbury Pl 207 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C10403135,600,699,649.5,Condo Apartment,Apartment,43.77395629999999,-79.4155634
219 Fort York Blvd 3304 Toronto,1,1,Condo Apt Apartment,2600,600-699,C10428208,600,699,649.5,Condo Apartment,Apartment,43.6367282,-79.40563650000001
121 Mcmahon Dr 512 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10417112,600,699,649.5,Condo Apartment,Apartment,43.7676473,-79.3706957
2220 Lakeshore Blvd 3206 Toronto,1+1,1,Condo Apt Apartment,2599,600-699,W10426773,600,699,649.5,Condo Apartment,Apartment,43.6228596,-79.4831828
36 Lisgar St E 1015E Toronto,1+1,2,Condo Apt Apartment,2599,700-799,C10430270,700,799,749.5,Condo Apartment,Apartment,43.6420208,-79.4233917
50 Bruyeres Mews PH 11 Toronto,1,1,Condo Apt Apartment,2599,500-599,C9362606,500,599,549.5,Condo Apartment,Apartment,43.6376722,-79.40213829999999
5 Sheppard Ave E 2918 Toronto,1,1,Condo Apt Apartment,2599,500-599,C10409754,500,599,549.5,Condo Apartment,Apartment,43.7614807,-79.4099909
99 The Donway W 306 Toronto,1+1,2,Comm Element Condo Apartment,2599,600-699,C10418488,600,699,649.5,Common Element Condo,Apartment,43.73388910000001,-79.3467757
2737 Keele St 829 Toronto,1,1,Condo Apt 2-Storey,2599,600-699,W10400107,600,699,649.5,Condo Apartment,2-Storey,43.7257993,-79.48060339999999
5162 Yonge St 1911 Toronto,1,1,Condo Apt Apartment,2599,500-599,C10410445,500,599,549.5,Condo Apartment,Apartment,43.7696494,-79.4138759
16 Bonnycastle St 4204 Toronto,1+1,1,Condo Apt Apartment,2599,600-699,C9418263,600,699,649.5,Condo Apartment,Apartment,43.6463554,-79.36504699999999
10 Eva Rd 1503 Toronto,1+1,1,Condo Apt Apartment,2599,600-699,W9361646,600,699,649.5,Condo Apartment,Apartment,43.6401499,-79.5629197
1 Falaise Rd 614 Toronto,1+1,2,Condo Apt Apartment,2599,700-799,E10707767,700,799,749.5,Condo Apartment,Apartment,43.7693451,-79.1887643
75 Portland St 421 Toronto,1,1,Condo Apt Apartment,2599,0-499,C10413093,0,499,249.5,Condo Apartment,Apartment,43.6439201,-79.3994776
381 Front St W 1905 Toronto,1+1,1,Condo Apt Apartment,2599,600-699,C9385137,600,699,649.5,Condo Apartment,Apartment,43.6428078,-79.39266180000001
7 Grenville St 5709 Toronto,1+1,1,Condo Apt Apartment,2599,500-599,C10409687,500,599,549.5,Condo Apartment,Apartment,43.6619464,-79.3838174
195 Merton St 508 Toronto,1+1,1,Condo Apt Apartment,2599,600-699,C10237176,600,699,649.5,Condo Apartment,Apartment,43.6970158,-79.3906374
56 Forest Manor Dr 701 Toronto,1+1,2,Condo Apt Apartment,2595,700-799,C10412615,700,799,749.5,Condo Apartment,Apartment,43.7733022,-79.34506019999999
2 Clarendon Ave 120 Toronto,1,1,Condo Apt Apartment,2595,0-499,C9368624,0,499,249.5,Condo Apartment,Apartment,43.6835546,-79.4007231
231 Fort York Blvd 402 Toronto,1+1,1,Condo Apt Apartment,2595,600-699,C10415839,600,699,649.5,Condo Apartment,Apartment,43.6371087,-79.4062325
11 Brunel Crt 3103 Toronto,1+1,1,Condo Apt Apartment,2595,600-699,C10428007,600,699,649.5,Condo Apartment,Apartment,43.6394086,-79.3932334
100 Dalhousie St 2911 Toronto,1+1,1,Condo Apt Apartment,2595,500-599,C9812283,500,599,549.5,Condo Apartment,Apartment,43.65631740000001,-79.37669629999999
25 Adra Grado Way 1833 Toronto,1,1,Condo Apt Bachelor/Studio,2595,600-699,C9311231,600,699,649.5,Condo Apartment,Bachelor/Studio,43.7763756,-79.3659472
45 Charles St E 5306 Toronto,1,1,Condo Apt Apartment,2595,500-599,C9373181,500,599,549.5,Condo Apartment,Apartment,43.6689111,-79.383977
20 Richardson St 1411 Toronto,1+1,1,Condo Apt Apartment,2595,600-699,C10441191,600,699,649.5,Condo Apartment,Apartment,43.645568,-79.3686869
377 Ridelle Ave 1118 Toronto,1+1,1,Condo Apt Apartment,2594,700-799,W9357762,700,799,749.5,Condo Apartment,Apartment,43.7038765,-79.44011549999999
33 Charles St E 1507 Toronto,1,1,Condo Apt Apartment,2592,600-699,C10426269,600,699,649.5,Condo Apartment,Apartment,43.6685778,-79.3844795
2627 Mccowan Rd Uph08 Toronto,1+1,2,Condo Apt Apartment,2590,700-799,E9308054,700,799,749.5,Condo Apartment,Apartment,43.807102,-79.26555309999999
15 Holmes Ave 1412 Toronto,1+1,2,Condo Apt Apartment,2590,700-799,C9391219,700,799,749.5,Condo Apartment,Apartment,43.777866,-79.41419429999999
28 Olive Ave PH10 Toronto,1,1,Condo Apt Apartment,2590,500-599,C9392518,500,599,549.5,Condo Apartment,Apartment,43.7793476,-79.41370859999999
210 Simcoe St 814 Toronto,1+1,1,Condo Apt Apartment,2590,700-799,C10412530,700,799,749.5,Condo Apartment,Apartment,43.6525304,-79.3884369
11 Wellesley St W 4407 Toronto,1+1,1,Condo Apt Apartment,2590,500-599,C10421828,500,599,549.5,Condo Apartment,Apartment,43.66459769999999,-79.3852242
55 Charles St E 3207 Toronto,1+1,1,Condo Apt Apartment,2588,600-699,C9311777,600,699,649.5,Condo Apartment,Apartment,43.6688239,-79.3835572
225 Sackville St 2101 Toronto,1,1,Condo Apt Apartment,2580,600-699,C10430283,600,699,649.5,Condo Apartment,Apartment,43.6597923,-79.3627004
138 Princess St 311 Toronto,1+1,1,Condo Apt Apartment,2580,600-699,C9398248,600,699,649.5,Condo Apartment,Apartment,43.6511524,-79.36718499999999
15 Lower Jarvis St W 3407 Toronto,1,1,Condo Apt Multi-Level,2580,500-599,C9383605,500,599,549.5,Condo Apartment,Multi-Level,43.6452369,-79.36924429999999
8 Eglinton Ave E 5212 Toronto,1+1,2,Condo Apt Apartment,2580,600-699,C10441230,600,699,649.5,Condo Apartment,Apartment,43.7072077,-79.3977826
170 Fort York Blvd 212 Toronto,1+1,1,Condo Apt Apartment,2580,500-599,C9038279,500,599,549.5,Condo Apartment,Apartment,43.6392929,-79.4000267
209 Fort York Blvd 555 Toronto,1+1,1,Condo Apt Apartment,2580,600-699,C9383753,600,699,649.5,Condo Apartment,Apartment,43.6369997,-79.4046541
2885 Bayview Ave 301 Toronto,1+1,1,Condo Apt Multi-Level,2580,600-699,C10411649,600,699,649.5,Condo Apartment,Multi-Level,43.7680885,-79.3880855
181 MILL St E1106 Toronto,1,1,Condo Apt Apartment,2576,500-599,C10418471,500,599,549.5,Condo Apartment,Apartment,43.6517426,-79.35471319999999
318 King St E 204 Toronto,1+1,1,Condo Apt Apartment,2575,700-799,C9364340,700,799,749.5,Condo Apartment,Apartment,43.6525806,-79.3637352
3 Market St 524 Toronto,1+1,1,Condo Apt Apartment,2575,600-699,C9369582,600,699,649.5,Condo Apartment,Apartment,43.6472534,-79.3711658
100 Western Battery Rd 813 Toronto,1,1,Condo Apt Apartment,2575,0-499,C10430739,0,499,249.5,Condo Apartment,Apartment,43.639949,-79.41581870000002
55 Bremner Blvd 4005 Toronto,1+1,1,Condo Apt Apartment,2575,600-699,C10403039,600,699,649.5,Condo Apartment,Apartment,43.642884,-79.3804767
100 MILL St 412 Toronto,1,1,Condo Apt Apartment,2575,500-599,C10426097,500,599,549.5,Condo Apartment,Apartment,43.65171369999999,-79.357028
20 Blue Jays Way N 820 Toronto,1+1,1,Condo Apt Apartment,2575,700-799,C10379120,700,799,749.5,Condo Apartment,Apartment,43.6438893,-79.39185169999999
1926 LAKE SHORE Blvd W 3016 Toronto,1+1,1,Condo Townhouse Apartment,2575,500-599,W10406722,500,599,549.5,Condo Townhouse,Apartment,43.6361883,-79.46728569999999
223 St Clair Ave W 808 Toronto,1,1,Condo Apt Apartment,2575,500-599,C9507076,500,599,549.5,Condo Apartment,Apartment,43.685681,-79.4046791
20 Samuel Wood Way 1605 Toronto,1,1,Condo Apt Apartment,2565,500-599,W9376830,500,599,549.5,Condo Apartment,Apartment,43.634898,-79.5402165
2525 Bathurst St 703 Toronto,1,1,Condo Apt Apartment,2560,600-699,C9396045,600,699,649.5,Condo Apartment,Apartment,43.7059936,-79.4261248
135 East Liberty St 812 Toronto,1,1,Condo Apt Apartment,2550,500-599,C10426538,500,599,549.5,Condo Apartment,Apartment,43.638566,-79.416906
375 King St W 2906 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C10217761,600,699,649.5,Condo Apartment,Apartment,43.6457486,-79.3930826
208 Queens Quay W 2205 Toronto,1,1,Condo Apt Apartment,2550,600-699,C9343313,600,699,649.5,Condo Apartment,Apartment,43.6401517,-79.38068369999999
7 Grenville St 4006 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C10051852,600,699,649.5,Condo Apartment,Apartment,43.6619464,-79.3838174
8 Hillsdale Ave E 1716 Toronto,1+1,1,Condo Apt Apartment,2550,500-599,C10412710,500,599,549.5,Condo Apartment,Apartment,43.7038324,-79.3968958
138 Downes St 1001 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C10418931,600,699,649.5,Condo Apartment,Apartment,43.6446392,-79.3713451
28 Freeland St 2906 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C10421291,600,699,649.5,Condo Apartment,Apartment,43.6435887,-79.37399309999999
95 McMahon Dr 910 Toronto,1,1,Condo Apt Apartment,2550,500-599,C10406622,500,599,549.5,Condo Apartment,Apartment,43.7667778,-79.3719866
80 Queens Wharf Rd 508 Toronto,1+1,1,Condo Apt Apartment,2550,500-599,C10415568,500,599,549.5,Condo Apartment,Apartment,43.63859859999999,-79.400027
8 Olympic Garden Dr S602 Toronto,1+1,2,Condo Apt Apartment,2550,600-699,C9386677,600,699,649.5,Condo Apartment,Apartment,43.7850291,-79.41599169999999
621 Sheppard Ave E 733 Toronto,1,1,Condo Apt Apartment,2550,500-599,C9308897,500,599,549.5,Condo Apartment,Apartment,43.7679898,-79.3813433
56 Annie Craig Dr 1505 Toronto,1+1,1,Condo Apt Apartment,2550,500-599,W10265062,500,599,549.5,Condo Apartment,Apartment,43.6254787,-79.4788159
85 Queens Wharf Rd 2203 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C10409202,600,699,649.5,Condo Apartment,Apartment,43.6388838,-79.3986923
633 Bay St 706 Toronto,1,1,Condo Apt Apartment,2550,600-699,C10410503,600,699,649.5,Condo Apartment,Apartment,43.6568913,-79.3833976
3220 Sheppard Ave E 1704 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,E9387518,600,699,649.5,Condo Apartment,Apartment,43.7780184,-79.3125984
3220 Sheppard Ave E 1804 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,E9384098,600,699,649.5,Condo Apartment,Apartment,43.7780184,-79.3125984
1 Michael Power Pl 1012 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,W9752028,600,699,649.5,Condo Apartment,Apartment,43.643914,-79.5291683
2221 yonge St 1511 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C10421053,600,699,649.5,Condo Apartment,Apartment,43.7060642,-79.3977203
195 McCaul St 511 Toronto,1+1,1,Condo Apt Apartment,2550,500-599,C9378310,500,599,549.5,Condo Apartment,Apartment,43.6567194,-79.39214460000001
225 Sumach St 1208 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C10427790,600,699,649.5,Condo Apartment,Apartment,43.6611009,-79.3604498
650 Sheppard Ave E 316 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C9381139,600,699,649.5,Condo Apartment,Apartment,43.7685375,-79.38131299999999
38 Iannuzzi St Ph06 Toronto,1,1,Condo Apt Apartment,2550,0-499,C9769743,0,499,249.5,Condo Apartment,Apartment,43.6372027,-79.4015424
73 Richmond St W 208 Toronto,1,1,Condo Apt Loft,2550,700-799,C9356535,700,799,749.5,Condo Apartment,Loft,43.6506949,-79.3823242
887 Bay St 1211 Toronto,1,1,Condo Apt Apartment,2550,600-699,C10420435,600,699,649.5,Condo Apartment,Apartment,43.6629706,-79.3861599
55 Bloor St E 203 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C10430914,600,699,649.5,Condo Apartment,Apartment,43.67038,-79.38514409999999
159 Dundas St E 3904 Toronto,1,1,Condo Apt Apartment,2550,500-599,C9383670,500,599,549.5,Condo Apartment,Apartment,43.6567653,-79.3749976
666 Spadina Ave 1409 Toronto,1,1,Condo Apt Apartment,2550,700-799,C9384811,700,799,749.5,Condo Apartment,Apartment,43.6639511,-79.40303569999999
30 Meadowglen Pl 2406 Toronto,1+1,2,Condo Apt Apartment,2550,700-799,E9524452,700,799,749.5,Condo Apartment,Apartment,43.7746779,-79.2305336
23 Sheppard Ave E 711 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C10416623,600,699,649.5,Condo Apartment,Apartment,43.7612398,-79.4090037
19 Bathurst St 2608 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C10430938,600,699,649.5,Condo Apartment,Apartment,43.6375621,-79.3996469
25 Richmond St 219 Toronto,1,1,Condo Apt Apartment,2550,500-599,C9267494,500,599,549.5,Condo Apartment,Apartment,43.6512821,-79.37991199999999
1 Hycrest Ave 209 Toronto,1,1,Condo Apt Apartment,2550,600-699,C10428537,600,699,649.5,Condo Apartment,Apartment,43.7660565,-79.3917989
169 Fort York Blvd 525 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C9752111,600,699,649.5,Condo Apartment,Apartment,43.63849889999999,-79.40094909999999
55 Stewart St 306 Toronto,1,1,Condo Apt Loft,2550,500-599,C10426671,500,599,549.5,Condo Apartment,Loft,43.6432934,-79.4013564
10 Northtown Way 1114 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C9383374,600,699,649.5,Condo Apartment,Apartment,43.7759274,-79.4132893
33 Bay St 1401 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C9419437,600,699,649.5,Condo Apartment,Apartment,43.6427875,-79.3771823
1830 Bloor St W 601 Toronto,1,1,Condo Apt Apartment,2550,500-599,W10427124,500,599,549.5,Condo Apartment,Apartment,43.6545865,-79.4630605
170 Fort York Blvd 613 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C9416451,600,699,649.5,Condo Apartment,Apartment,43.6392929,-79.4000267
30 Ordnance St 2009 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C10416859,600,699,649.5,Condo Apartment,Apartment,43.63983169999999,-79.4098558
666 Spadina Ave 709 Toronto,1,1,Condo Apt Apartment,2550,700-799,C10414313,700,799,749.5,Condo Apartment,Apartment,43.6639511,-79.40303569999999
2181 Yonge St 1703 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C9506305,600,699,649.5,Condo Apartment,Apartment,43.7053045,-79.3976065
55 Bremner Blvd 3703 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C10442535,600,699,649.5,Condo Apartment,Apartment,43.642884,-79.3804767
169 Fort York Blvd 1212 Toronto,1,1,Condo Apt Apartment,2550,600-699,C10416678,600,699,649.5,Condo Apartment,Apartment,43.63849889999999,-79.40094909999999
30 Inn on the Park Dr 2611 Toronto,1+1,1,Condo Apt Apartment,2550,500-599,C10423645,500,599,549.5,Condo Apartment,Apartment,43.7190597,-79.3485493
100 Harbour St 3201 Toronto,1,1,Condo Apt Apartment,2550,600-699,C9348530,600,699,649.5,Condo Apartment,Apartment,43.64177249999999,-79.37914599999999
955 Bay St 3011 Toronto,1,1,Condo Apt Apartment,2550,500-599,C10427334,500,599,549.5,Condo Apartment,Apartment,43.6646319,-79.3869529
30 Roehampton Ave 1207 Toronto,1,1,Condo Apt Apartment,2550,600-699,C10419735,600,699,649.5,Condo Apartment,Apartment,43.708536,-79.3974755
250 Wellington St W 1731 Toronto,1,1,Condo Apt Apartment,2550,500-599,C10423887,500,599,549.5,Condo Apartment,Apartment,43.6450815,-79.3907808
36 Zorra St 606 Toronto,1+1,1,Condo Apt Apartment,2550,500-599,W9344284,500,599,549.5,Condo Apartment,Apartment,43.619725,-79.5218167
65 East Liberty St 1908 Toronto,1,1,Condo Apt Apartment,2550,500-599,C9296070,500,599,549.5,Condo Apartment,Apartment,43.6383065,-79.4140764
666 Spadina Ave 808 Toronto,1,1,Condo Apt Apartment,2550,700-799,C9349916,700,799,749.5,Condo Apartment,Apartment,43.6639511,-79.40303569999999
246 Logan Ave 203 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,E10441899,600,699,649.5,Condo Apartment,Apartment,43.6601502,-79.34247189999999
20 Tubman Ave 1606 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C10885193,600,699,649.5,Condo Apartment,Apartment,43.6606855,-79.3594066
11 Wellesley St W 1603 Toronto,1+1,1,Condo Apt Apartment,2550,500-599,C10404885,500,599,549.5,Condo Apartment,Apartment,43.66459769999999,-79.3852242
18 Maitland Terr 1803 Toronto,1+1,1,Condo Apt Apartment,2550,500-599,C9355574,500,599,549.5,Condo Apartment,Apartment,43.6636845,-79.38347259999999
20 John St 1122 Toronto,1,1,Condo Apt Apartment,2550,500-599,C10442725,500,599,549.5,Condo Apartment,Apartment,43.6445126,-79.389049
1 Belsize Dr 632 Toronto,1+1,1,Condo Apt Apartment,2550,500-599,C10417332,500,599,549.5,Condo Apartment,Apartment,43.7002395,-79.3966531
398 Eglinton Ave E 803 Toronto,1,1,Condo Apt Apartment,2550,600-699,C10422786,600,699,649.5,Condo Apartment,Apartment,43.7095254,-79.38599289999999
525 Wilson Ave 252 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C9391696,600,699,649.5,Condo Apartment,Apartment,43.734506,-79.4464144
2152 Lawrence Ave E 1105 Toronto,1,1,Condo Apt Apartment,2550,600-699,E10429365,600,699,649.5,Condo Apartment,Apartment,43.7476284,-79.2859543
7 Broadway Ave 211 Toronto,1,1,Comm Element Condo Apartment,2550,0-499,C10425132,0,499,249.5,Common Element Condo,Apartment,43.70941010000001,-79.3980263
185 Roehampton Ave 2705 Toronto,1+1,1,Condo Apt Apartment,2550,500-599,C10419772,500,599,549.5,Condo Apartment,Apartment,43.7090751,-79.3928229
190 Borough Dr 2311 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,E10707737,600,699,649.5,Condo Apartment,Apartment,43.7728475,-79.2540199
20 Shore Breeze Dr 403 Toronto,1+1,1,Condo Apt Apartment,2550,500-599,W10415157,500,599,549.5,Condo Apartment,Apartment,43.6235018,-79.47896469999999
55 Bremner Blvd 2805 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C9262527,600,699,649.5,Condo Apartment,Apartment,43.642884,-79.3804767
25 Town Centre Crt 2309 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,E10431563,600,699,649.5,Condo Apartment,Apartment,43.7732998,-79.2547306
942 Yonge St 712 Toronto,1,1,Condo Apt Apartment,2550,700-799,C10411810,700,799,749.5,Condo Apartment,Apartment,43.6745659,-79.3886898
5 Defries St 1913 Toronto,1+1,1,Condo Apt Apartment,2550,500-599,C10414672,500,599,549.5,Condo Apartment,Apartment,43.6605705,-79.3563724
543 Richmond St W 522 Toronto,1,1,Comm Element Condo Apartment,2550,500-599,C10426228,500,599,549.5,Common Element Condo,Apartment,43.6466759,-79.4015991
25 Carlton St 2506 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C9768467,600,699,649.5,Condo Apartment,Apartment,43.6612664,-79.38159279999999
775 King St W 207 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C9770186,600,699,649.5,Condo Apartment,Apartment,43.64302199999999,-79.40618429999999
7 Mabelle Ave 806 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,W9409335,600,699,649.5,Condo Apartment,Apartment,43.6464782,-79.5254652
2121 Lake Shore Blvd 1005 Toronto,1,1,Condo Apt Apartment,2550,700-799,W10365978,700,799,749.5,Condo Apartment,Apartment,43.6274471,-79.4783741
357 King St W 1406 Toronto,1+1,1,Condo Apt Apartment,2550,500-599,C10410309,500,599,549.5,Condo Apartment,Apartment,43.6457762,-79.3925063
255 Village Green Sq 2006 Toronto,1+1,2,Condo Apt Apartment,2550,600-699,E10441504,600,699,649.5,Condo Apartment,Apartment,43.7796512,-79.2827293
832 Bay St 2509 Toronto,1,1,Condo Apt Apartment,2550,0-499,C9249963,0,499,249.5,Condo Apartment,Apartment,43.6620809,-79.3865134
501 Yonge St 1901 Toronto,1+1,1,Condo Apt Apartment,2550,500-599,C9248642,500,599,549.5,Condo Apartment,Apartment,43.6631881,-79.3836001
9 Bogert Ave 704 Toronto,1,1,Condo Apt Apartment,2550,600-699,C9770266,600,699,649.5,Condo Apartment,Apartment,43.7604778,-79.4112864
15 Fort York Blvd 1102 Toronto,1+1,1,Comm Element Condo Apartment,2550,600-699,C10416122,600,699,649.5,Common Element Condo,Apartment,43.6398873,-79.3938891
887 Bay St 702 Toronto,1,1,Condo Apt Apartment,2550,600-699,C10430026,600,699,649.5,Condo Apartment,Apartment,43.6629706,-79.3861599
7 Grenville St 511 Toronto,1+1,1,Condo Apt Apartment,2550,700-799,C9349622,700,799,749.5,Condo Apartment,Apartment,43.6619464,-79.3838174
763 Bay St 4112 Toronto,1,1,Comm Element Condo Apartment,2550,500-599,C9419015,500,599,549.5,Common Element Condo,Apartment,43.6599948,-79.38519939999999
231 Fort York Blvd 1005 Toronto,1,1,Condo Apt Apartment,2550,500-599,C10420209,500,599,549.5,Condo Apartment,Apartment,43.6371087,-79.4062325
120 Dallimore Circ 525 Toronto,1+1,1,Condo Apt Apartment,2550,500-599,C10410089,500,599,549.5,Condo Apartment,Apartment,43.7302666,-79.3320493
2369 Danforth Ave 709 Toronto,1+1,2,Condo Apt Apartment,2550,600-699,E9370612,600,699,649.5,Condo Apartment,Apartment,43.6869919,-79.3061336
125 Blue Jays Way 2201 Toronto,1+1,1,Comm Element Condo Apartment,2550,500-599,C9513080,500,599,549.5,Common Element Condo,Apartment,43.6460845,-79.3910992
